"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"92","yay! ",FALSE,0,NA,2013-04-28 05:48:55,FALSE,NA,"328385315628781568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"93","",FALSE,0,NA,2013-04-26 03:42:05,FALSE,NA,"327628625321009152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"94"," this tweet entertains me.",FALSE,0,NA,2013-04-22 03:51:52,FALSE,NA,"326181534862282752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"95","errr.",FALSE,0,NA,2013-04-22 00:43:39,FALSE,NA,"326134168763392000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"96","there's nothing better than real friends. ",FALSE,0,NA,2013-04-16 02:54:30,FALSE,NA,"323992768898818049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"97"," bobbie=[",FALSE,0,"beckermjulia",2013-04-16 02:54:03,FALSE,"323990885933125632","323992658336956416","393570115","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"98","it's funny to see all my west coast friends online whenever I'm awake at this hour... ",FALSE,0,NA,2013-04-15 06:42:33,FALSE,NA,"323687772198146048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"99","mom's coming home!",FALSE,0,NA,2013-04-14 00:47:14,FALSE,NA,"323235968238907393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"100","  WOOOOOOO",FALSE,0,NA,2013-04-09 05:53:34,FALSE,NA,"321501118771384320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"101","sigh, literally unable to sleep. ",FALSE,0,NA,2013-04-02 08:24:12,FALSE,NA,"319002310913171456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"102","meaningfulness. ",FALSE,0,NA,2013-04-01 03:55:33,FALSE,NA,"318572313685680129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"103","homeward bound.",FALSE,2,NA,2013-03-30 21:31:36,FALSE,NA,"318113305375956992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"104","I &lt;3  ",FALSE,1,NA,2013-03-29 16:15:11,FALSE,NA,"317671287294160897",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"105","lol Dartmouth.",FALSE,0,NA,2013-03-29 02:01:32,FALSE,NA,"317456458264502272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
